image,weather,time_of_day,road_type,speed,severity
02079.jpg,rainy,day,rural,58,moderate
02080.jpg,snowy,dusk,urban,37,severe
02081.jpg,snowy,dusk,highway,119,minor
02082.jpg,cloudy,day,urban,43,severe
02083.jpg,snowy,dusk,urban,59,severe
02084.jpg,rainy,dawn,rural,101,minor
02085.jpg,snowy,day,urban,80,severe
02086.jpg,clear,dawn,highway,97,minor
02087.jpg,clear,dusk,rural,114,minor
02088.jpg,cloudy,dawn,urban,27,moderate
02089.jpg,clear,dusk,highway,63,severe
02090.jpg,clear,night,highway,62,severe
02091.jpg,snowy,day,highway,25,severe
02092.jpg,clear,dusk,urban,104,severe
02093.jpg,rainy,dusk,highway,92,moderate
02094.jpg,clear,dusk,highway,111,moderate
02095.jpg,snowy,dusk,highway,83,moderate
02096.jpg,cloudy,night,highway,103,moderate
02097.jpg,clear,dusk,urban,87,severe
02098.jpg,snowy,night,urban,56,minor
02099.jpg,rainy,night,highway,56,minor
02100.jpg,snowy,day,highway,64,severe
02101.jpg,cloudy,dawn,rural,64,severe
02102.jpg,snowy,night,urban,108,minor
02103.jpg,snowy,dusk,rural,68,moderate
02104.jpg,rainy,day,highway,25,moderate
02105.jpg,cloudy,day,highway,75,moderate
02106.jpg,rainy,night,rural,79,moderate
02107.jpg,cloudy,dawn,urban,92,moderate
02108.jpg,snowy,dawn,rural,77,minor
02109.jpg,clear,night,rural,110,moderate
02110.jpg,snowy,dawn,urban,22,minor
02111.jpg,clear,dusk,rural,83,moderate
02112.jpg,cloudy,dusk,urban,72,moderate
02113.jpg,clear,dawn,rural,42,severe
02114.jpg,clear,day,highway,23,severe
02115.jpg,snowy,night,highway,95,minor
02116.jpg,cloudy,dawn,rural,89,minor
02117.jpg,snowy,day,urban,52,severe
02118.jpg,rainy,night,highway,33,severe
02119.jpg,cloudy,dawn,highway,83,severe
02120.jpg,clear,dawn,rural,49,minor
02121.jpg,clear,dusk,urban,38,severe
02122.jpg,snowy,dawn,highway,111,moderate
02123.jpg,rainy,dawn,urban,108,severe
02124.jpg,rainy,night,urban,59,severe
02125.jpg,rainy,night,urban,27,minor
02126.jpg,rainy,day,urban,66,moderate
02127.jpg,clear,day,highway,82,severe
02128.jpg,cloudy,dusk,rural,115,minor
02129.jpg,snowy,day,urban,54,severe
02130.jpg,clear,dusk,rural,112,minor
02131.jpg,clear,dusk,highway,54,minor
02132.jpg,rainy,night,rural,111,severe
02133.jpg,cloudy,day,highway,111,severe
02134.jpg,cloudy,dawn,highway,112,moderate
02135.jpg,rainy,dawn,rural,81,minor
02136.jpg,clear,day,urban,114,severe
02137.jpg,rainy,dusk,highway,83,severe
02138.jpg,cloudy,night,urban,107,minor
02139.jpg,snowy,dawn,rural,41,severe
02140.jpg,rainy,day,rural,78,moderate
02141.jpg,clear,day,highway,114,minor
02142.jpg,cloudy,dusk,rural,85,moderate
02143.jpg,clear,dawn,highway,120,minor
02144.jpg,cloudy,dusk,highway,94,moderate
02145.jpg,snowy,dusk,urban,54,moderate
02146.jpg,snowy,dawn,highway,75,severe
02147.jpg,rainy,dawn,highway,90,severe
02148.jpg,cloudy,dawn,rural,115,moderate
02149.jpg,rainy,night,highway,44,minor
02150.jpg,cloudy,dusk,highway,101,minor
02151.jpg,snowy,day,rural,63,minor
02152.jpg,cloudy,night,urban,55,moderate
02153.jpg,snowy,dawn,rural,115,severe
02154.jpg,snowy,dusk,rural,62,minor
02155.jpg,rainy,day,urban,77,severe
02156.jpg,snowy,night,rural,73,minor
02157.jpg,cloudy,night,urban,111,minor
02158.jpg,rainy,dusk,rural,91,moderate
02159.jpg,clear,night,rural,53,severe
02160.jpg,rainy,day,urban,92,minor
02161.jpg,rainy,day,rural,75,severe
02162.jpg,snowy,day,highway,41,minor
02163.jpg,clear,dusk,urban,115,severe
02164.jpg,clear,dusk,urban,116,moderate
02165.jpg,cloudy,dusk,highway,23,minor
02166.jpg,rainy,dusk,rural,45,severe
02167.jpg,snowy,day,urban,114,minor
02168.jpg,cloudy,dusk,rural,101,severe
02169.jpg,cloudy,night,urban,70,minor
02170.jpg,cloudy,day,highway,86,severe
02171.jpg,snowy,dusk,highway,61,minor
02172.jpg,snowy,night,rural,41,moderate
02173.jpg,cloudy,night,rural,28,moderate
02174.jpg,clear,night,rural,101,severe
02175.jpg,clear,day,highway,57,moderate
02176.jpg,rainy,day,highway,120,moderate
02177.jpg,cloudy,day,highway,95,moderate
02178.jpg,snowy,day,rural,109,moderate
02179.jpg,snowy,dawn,rural,86,minor
02180.jpg,rainy,dawn,rural,43,moderate
02181.jpg,clear,day,highway,119,severe
02182.jpg,snowy,day,rural,114,severe
02183.jpg,clear,dawn,urban,111,minor
02184.jpg,cloudy,day,urban,118,moderate
02185.jpg,clear,day,rural,48,moderate
02186.jpg,snowy,dawn,urban,68,severe
02187.jpg,rainy,dusk,highway,68,severe
02188.jpg,cloudy,night,urban,110,minor
02189.jpg,snowy,dawn,highway,73,moderate
02190.jpg,clear,dusk,rural,39,minor
02191.jpg,clear,dusk,urban,42,severe
02192.jpg,cloudy,dawn,rural,55,severe
02193.jpg,snowy,day,highway,27,moderate
02194.jpg,snowy,dusk,urban,60,moderate
02195.jpg,cloudy,dawn,urban,84,minor
02196.jpg,snowy,day,urban,60,minor
02197.jpg,clear,night,urban,105,moderate
02198.jpg,cloudy,night,highway,42,moderate
02199.jpg,snowy,night,urban,59,severe
02200.jpg,rainy,dawn,highway,52,severe
02201.jpg,rainy,day,rural,113,minor
02202.jpg,clear,night,urban,84,minor
02203.jpg,clear,night,urban,119,severe
02204.jpg,snowy,dusk,rural,116,moderate
02205.jpg,rainy,night,rural,36,severe
02206.jpg,clear,dusk,rural,46,severe
02207.jpg,clear,night,urban,107,minor
02208.jpg,snowy,day,highway,42,severe
02209.jpg,snowy,night,urban,35,minor
02210.jpg,cloudy,dusk,rural,69,severe
02211.jpg,rainy,day,highway,93,minor
02212.jpg,clear,day,urban,20,minor
02213.jpg,cloudy,dusk,rural,23,severe
02214.jpg,cloudy,day,rural,97,moderate
02215.jpg,rainy,night,rural,62,moderate
02216.jpg,cloudy,dawn,rural,88,severe
02217.jpg,snowy,dusk,rural,120,severe
02218.jpg,rainy,day,rural,104,minor
02219.jpg,cloudy,night,rural,38,moderate
02220.jpg,cloudy,dusk,rural,106,severe
02221.jpg,cloudy,dusk,rural,71,minor
02222.jpg,clear,night,urban,39,severe
02223.jpg,clear,dawn,rural,95,minor
02224.jpg,cloudy,night,highway,74,moderate
02225.jpg,cloudy,night,urban,68,severe
02226.jpg,clear,night,highway,69,moderate
02227.jpg,clear,night,highway,82,severe
02228.jpg,rainy,night,urban,96,minor
02229.jpg,clear,night,urban,66,minor
02230.jpg,snowy,day,rural,104,moderate
02231.jpg,clear,night,urban,98,moderate
02232.jpg,snowy,dusk,urban,86,moderate
02233.jpg,rainy,dusk,urban,47,moderate
02234.jpg,snowy,dawn,urban,40,moderate
02235.jpg,cloudy,night,highway,96,severe
02236.jpg,cloudy,dawn,highway,42,moderate
02237.jpg,rainy,dawn,rural,119,moderate
02238.jpg,rainy,day,rural,31,moderate
02239.jpg,rainy,day,highway,89,severe
02240.jpg,cloudy,night,rural,35,moderate
02241.jpg,cloudy,day,highway,72,moderate
02242.jpg,rainy,dawn,highway,60,moderate
02243.jpg,clear,dawn,rural,60,severe
02244.jpg,snowy,day,highway,110,severe
02245.jpg,snowy,night,highway,109,minor
02246.jpg,cloudy,day,urban,41,moderate
02247.jpg,rainy,night,highway,40,minor
02248.jpg,cloudy,dawn,rural,63,severe
02249.jpg,clear,dawn,rural,107,minor
02250.jpg,clear,dawn,urban,119,severe
02251.jpg,cloudy,night,highway,41,moderate
02252.jpg,rainy,dusk,urban,105,moderate
02253.jpg,clear,dawn,rural,83,severe
02254.jpg,clear,night,rural,21,moderate
02255.jpg,rainy,dusk,rural,66,minor
02256.jpg,cloudy,day,rural,30,minor
02257.jpg,clear,day,rural,115,minor
02258.jpg,snowy,night,rural,86,minor
02259.jpg,cloudy,night,rural,68,severe
02260.jpg,clear,dawn,urban,37,minor
02261.jpg,clear,night,urban,120,severe
02262.jpg,clear,day,rural,114,minor
02263.jpg,clear,dusk,urban,46,minor
02264.jpg,rainy,dusk,highway,104,minor
02265.jpg,rainy,dusk,urban,119,minor
02266.jpg,rainy,day,urban,59,severe
02267.jpg,cloudy,night,rural,82,minor
02268.jpg,clear,day,highway,65,moderate
02269.jpg,cloudy,night,rural,55,minor
02270.jpg,snowy,day,urban,106,minor
02271.jpg,cloudy,dusk,rural,110,moderate
02272.jpg,cloudy,day,highway,24,moderate
02273.jpg,rainy,dawn,highway,52,severe
02274.jpg,snowy,night,rural,22,severe
02275.jpg,rainy,night,urban,64,minor
02276.jpg,clear,dawn,urban,120,severe
02277.jpg,clear,day,urban,71,moderate
02278.jpg,cloudy,dawn,urban,46,severe
02279.jpg,snowy,dawn,rural,85,moderate
02280.jpg,snowy,day,highway,63,minor
02281.jpg,rainy,dusk,highway,31,moderate
02282.jpg,clear,day,highway,110,severe
02283.jpg,clear,night,urban,98,moderate
02284.jpg,rainy,night,urban,115,minor
02285.jpg,rainy,day,highway,36,minor
02286.jpg,rainy,night,highway,45,severe
02287.jpg,cloudy,dusk,urban,59,minor
02288.jpg,clear,day,urban,36,severe
02289.jpg,snowy,dawn,urban,25,minor
02290.jpg,snowy,dusk,urban,25,minor
02291.jpg,rainy,day,urban,25,minor
02292.jpg,clear,dusk,rural,108,moderate
02293.jpg,cloudy,night,rural,120,moderate
02294.jpg,rainy,dawn,highway,31,severe
02295.jpg,cloudy,night,highway,45,minor
02296.jpg,clear,day,urban,76,severe
02297.jpg,rainy,day,highway,114,severe
02298.jpg,cloudy,day,urban,89,moderate
02299.jpg,rainy,night,rural,65,moderate
02300.jpg,clear,dawn,urban,58,severe
02301.jpg,rainy,dawn,rural,119,severe
02302.jpg,cloudy,dawn,urban,53,minor
02303.jpg,rainy,dusk,urban,57,minor
02304.jpg,clear,dusk,rural,75,moderate
02305.jpg,cloudy,dawn,urban,114,moderate
02306.jpg,rainy,dawn,rural,56,minor
02307.jpg,clear,dusk,rural,35,minor
02308.jpg,clear,dawn,rural,93,moderate
02309.jpg,clear,dawn,urban,114,moderate
02310.jpg,clear,dusk,rural,113,moderate
02311.jpg,cloudy,dusk,urban,57,moderate
02312.jpg,snowy,dawn,urban,46,moderate
02313.jpg,clear,dusk,urban,117,moderate
02314.jpg,rainy,dawn,highway,26,minor
02315.jpg,snowy,dawn,urban,33,minor
02316.jpg,clear,night,rural,101,severe
02317.jpg,rainy,dusk,rural,56,severe
02318.jpg,snowy,dusk,highway,120,moderate
02319.jpg,cloudy,dusk,rural,100,minor
02320.jpg,clear,dusk,rural,44,severe
02321.jpg,cloudy,day,highway,85,severe
02322.jpg,snowy,night,highway,81,minor
02323.jpg,cloudy,dusk,highway,92,severe
02324.jpg,clear,day,rural,112,moderate
02325.jpg,rainy,dusk,highway,85,moderate
02326.jpg,cloudy,dawn,highway,23,moderate
02327.jpg,rainy,day,urban,103,severe
02328.jpg,clear,dawn,highway,28,minor
02329.jpg,rainy,dawn,rural,59,minor
02330.jpg,rainy,day,highway,110,severe
02331.jpg,rainy,night,highway,115,minor
02332.jpg,rainy,dusk,rural,94,moderate
02333.jpg,snowy,dawn,urban,38,minor
02334.jpg,snowy,dawn,urban,40,minor
02335.jpg,cloudy,dawn,highway,103,severe
02336.jpg,cloudy,night,rural,21,minor
02337.jpg,rainy,day,urban,112,severe
02338.jpg,clear,night,highway,90,moderate
02339.jpg,rainy,day,rural,59,minor
02340.jpg,clear,dawn,rural,23,severe
02341.jpg,clear,dusk,highway,68,moderate
02342.jpg,clear,dusk,urban,32,moderate
02343.jpg,clear,dusk,highway,32,moderate
02344.jpg,snowy,dawn,highway,65,minor
02345.jpg,rainy,dusk,urban,71,moderate
02346.jpg,clear,dawn,rural,93,moderate
02347.jpg,rainy,dawn,rural,38,moderate
02348.jpg,cloudy,dusk,highway,67,minor
02349.jpg,cloudy,dawn,highway,99,moderate
02350.jpg,rainy,day,urban,68,severe
02351.jpg,clear,night,highway,47,minor
02352.jpg,clear,dawn,highway,112,moderate
02353.jpg,snowy,dawn,highway,95,moderate
02354.jpg,snowy,dawn,urban,22,severe
02355.jpg,clear,night,rural,98,minor
02356.jpg,snowy,day,rural,84,moderate
02357.jpg,clear,night,urban,32,minor
02358.jpg,rainy,dusk,urban,118,minor
02359.jpg,snowy,dawn,rural,95,moderate
02360.jpg,snowy,day,urban,23,moderate
02361.jpg,cloudy,dawn,highway,60,minor
02362.jpg,cloudy,day,urban,77,severe
02363.jpg,snowy,day,highway,88,minor
02364.jpg,rainy,night,highway,23,severe
02365.jpg,snowy,day,rural,35,moderate
02366.jpg,rainy,dawn,highway,42,moderate
02367.jpg,clear,night,rural,32,moderate
02368.jpg,clear,night,highway,89,moderate
02369.jpg,clear,dawn,rural,97,severe
02370.jpg,snowy,day,rural,49,severe
02371.jpg,rainy,night,highway,92,moderate
02372.jpg,rainy,day,highway,119,severe
02373.jpg,cloudy,day,rural,27,severe
02374.jpg,cloudy,day,rural,115,severe
02375.jpg,rainy,dusk,rural,97,moderate
02376.jpg,snowy,night,rural,60,moderate
02377.jpg,cloudy,day,urban,52,moderate
02378.jpg,cloudy,night,highway,69,moderate
02379.jpg,cloudy,night,rural,115,moderate
02380.jpg,clear,dawn,rural,37,minor
02381.jpg,cloudy,night,urban,61,moderate
02382.jpg,snowy,night,urban,119,severe
02383.jpg,rainy,day,urban,50,minor
02384.jpg,rainy,day,urban,94,severe
02385.jpg,clear,night,rural,33,severe
02386.jpg,clear,day,rural,92,severe
02387.jpg,clear,dawn,highway,56,moderate
02388.jpg,rainy,dawn,urban,107,severe
02389.jpg,clear,night,urban,94,minor
02390.jpg,rainy,day,urban,89,moderate
02391.jpg,clear,day,highway,102,severe
02392.jpg,snowy,night,rural,61,minor
02393.jpg,clear,dusk,urban,97,moderate
02394.jpg,cloudy,dusk,urban,60,minor
02395.jpg,rainy,dusk,highway,31,moderate
02396.jpg,cloudy,dawn,rural,93,minor
02397.jpg,rainy,night,urban,51,severe
02398.jpg,cloudy,night,urban,74,minor
02399.jpg,rainy,dawn,rural,93,moderate
02400.jpg,rainy,day,urban,68,severe
02401.jpg,rainy,dusk,highway,64,minor
02402.jpg,clear,dusk,rural,103,severe
02403.jpg,snowy,night,urban,36,moderate
02404.jpg,snowy,night,urban,106,severe
02405.jpg,rainy,dusk,highway,94,moderate
02406.jpg,clear,dusk,urban,117,severe
02407.jpg,rainy,dusk,rural,53,severe
02408.jpg,rainy,dawn,urban,75,moderate
02409.jpg,rainy,night,highway,82,minor
02410.jpg,snowy,dusk,urban,77,moderate
02411.jpg,rainy,dusk,highway,72,moderate
02412.jpg,cloudy,dusk,highway,99,minor
02413.jpg,rainy,day,rural,55,minor
02414.jpg,snowy,night,highway,66,severe
02415.jpg,rainy,dawn,urban,81,moderate
02416.jpg,cloudy,night,highway,99,severe
02417.jpg,clear,dusk,highway,28,moderate
02418.jpg,snowy,dusk,highway,77,severe
02419.jpg,cloudy,night,urban,85,minor
02420.jpg,snowy,night,highway,51,minor
02421.jpg,cloudy,dawn,rural,95,severe
02422.jpg,snowy,dusk,rural,105,severe
02423.jpg,rainy,night,highway,102,severe
02424.jpg,rainy,day,urban,35,minor
02425.jpg,cloudy,day,highway,46,moderate
02426.jpg,cloudy,dusk,highway,110,moderate
02427.jpg,clear,dusk,urban,65,severe
02428.jpg,rainy,dusk,highway,100,severe
02429.jpg,clear,day,rural,99,minor
02430.jpg,cloudy,dawn,highway,87,minor
02431.jpg,snowy,dawn,urban,72,severe
02432.jpg,snowy,dawn,highway,97,minor
02433.jpg,snowy,night,urban,41,minor
02434.jpg,clear,dusk,urban,78,severe
02435.jpg,clear,day,urban,50,severe
02436.jpg,cloudy,day,highway,81,severe
02437.jpg,cloudy,dusk,urban,91,minor
02438.jpg,clear,dusk,highway,91,minor
02439.jpg,rainy,day,urban,55,severe
02440.jpg,snowy,night,highway,64,severe
02441.jpg,snowy,day,highway,78,minor
02442.jpg,clear,night,highway,119,severe
02443.jpg,clear,dawn,urban,56,minor
02444.jpg,rainy,day,highway,20,moderate
02445.jpg,snowy,dusk,rural,68,moderate
02446.jpg,rainy,dawn,urban,111,severe
02447.jpg,rainy,day,rural,99,moderate
02448.jpg,rainy,dawn,rural,39,minor
02449.jpg,rainy,night,urban,98,severe
02450.jpg,clear,dawn,rural,92,severe
02451.jpg,rainy,day,highway,36,moderate
02452.jpg,cloudy,night,rural,99,severe
02453.jpg,snowy,day,highway,92,minor
02454.jpg,snowy,day,urban,42,severe
02455.jpg,rainy,night,urban,55,moderate
02456.jpg,cloudy,dawn,highway,114,minor
02457.jpg,cloudy,dusk,urban,50,severe
02458.jpg,snowy,dawn,urban,94,moderate
02459.jpg,cloudy,dusk,urban,33,minor
02460.jpg,clear,dusk,urban,60,severe
02461.jpg,snowy,dusk,rural,75,moderate
02462.jpg,snowy,dusk,urban,28,moderate
02463.jpg,clear,night,highway,25,severe
02464.jpg,cloudy,night,highway,81,moderate
02465.jpg,clear,dusk,rural,73,minor
02466.jpg,rainy,dawn,highway,37,minor
02467.jpg,rainy,day,rural,77,minor
02468.jpg,rainy,dawn,rural,27,severe
02469.jpg,clear,night,highway,112,severe
02470.jpg,snowy,dusk,urban,37,moderate
02471.jpg,snowy,dusk,highway,27,severe
02472.jpg,cloudy,dusk,highway,54,severe
02473.jpg,snowy,night,urban,88,moderate
02474.jpg,snowy,night,rural,58,moderate
02475.jpg,rainy,dusk,rural,119,severe
02476.jpg,cloudy,dusk,urban,90,severe
02477.jpg,rainy,day,rural,98,moderate
02478.jpg,cloudy,dawn,rural,23,severe
02479.jpg,snowy,dusk,urban,44,severe
02480.jpg,cloudy,night,highway,101,moderate
02481.jpg,clear,night,rural,69,moderate
02482.jpg,clear,night,highway,107,severe
02483.jpg,snowy,day,urban,73,minor
02484.jpg,rainy,night,urban,47,severe
02485.jpg,rainy,dawn,highway,97,severe
02486.jpg,cloudy,dusk,rural,98,severe
02487.jpg,cloudy,dawn,highway,53,minor
02488.jpg,rainy,dawn,urban,56,minor
02489.jpg,rainy,night,highway,23,minor
02490.jpg,clear,dawn,highway,48,minor
02491.jpg,snowy,night,rural,83,moderate
02492.jpg,snowy,night,urban,92,minor
02493.jpg,cloudy,dusk,urban,63,severe
02494.jpg,rainy,dusk,rural,32,minor
02495.jpg,snowy,dawn,rural,29,moderate
02496.jpg,cloudy,day,rural,102,moderate
02497.jpg,snowy,night,highway,86,moderate
02498.jpg,snowy,day,rural,65,moderate
02499.jpg,clear,dawn,rural,28,moderate
02500.jpg,rainy,day,highway,83,severe
02501.jpg,clear,night,rural,89,moderate
02502.jpg,clear,day,rural,109,moderate
02503.jpg,cloudy,dusk,urban,70,severe
02504.jpg,rainy,dawn,urban,32,minor
02505.jpg,cloudy,dawn,highway,102,minor
02506.jpg,rainy,dusk,rural,109,severe
02507.jpg,cloudy,dawn,urban,33,moderate
02508.jpg,clear,night,highway,77,moderate
02509.jpg,snowy,dusk,highway,66,minor
02510.jpg,cloudy,dusk,highway,115,minor
02511.jpg,snowy,dusk,highway,68,moderate
02512.jpg,rainy,day,urban,69,severe
02513.jpg,rainy,day,urban,95,severe
02514.jpg,cloudy,dawn,rural,84,moderate
02515.jpg,cloudy,dawn,urban,59,minor
02516.jpg,cloudy,dawn,highway,30,moderate
02517.jpg,snowy,dusk,rural,27,minor
02518.jpg,rainy,day,highway,56,moderate
02519.jpg,rainy,dusk,rural,113,severe
02520.jpg,rainy,day,rural,113,moderate
02521.jpg,cloudy,day,rural,98,moderate
02522.jpg,snowy,dawn,highway,64,minor
02523.jpg,clear,day,highway,104,moderate
02524.jpg,cloudy,day,rural,45,severe
02525.jpg,clear,night,rural,84,minor
02526.jpg,rainy,dawn,highway,92,minor
02527.jpg,cloudy,dawn,urban,84,moderate
02528.jpg,rainy,dawn,highway,118,minor
02529.jpg,clear,night,urban,57,minor
02530.jpg,cloudy,night,rural,110,minor
02531.jpg,rainy,dawn,highway,62,minor
02532.jpg,snowy,night,urban,72,severe
02533.jpg,snowy,dusk,highway,22,minor
02534.jpg,cloudy,night,rural,74,moderate
02535.jpg,snowy,day,urban,33,minor
02536.jpg,clear,dusk,rural,97,moderate
02537.jpg,clear,day,rural,32,severe
02538.jpg,clear,night,highway,34,minor
02539.jpg,rainy,night,urban,50,severe
02540.jpg,clear,night,highway,78,moderate
02541.jpg,clear,day,urban,69,minor
02542.jpg,snowy,day,rural,102,minor
02543.jpg,clear,dusk,highway,108,severe
02544.jpg,snowy,dusk,highway,118,moderate
02545.jpg,cloudy,night,highway,74,minor
02546.jpg,snowy,dawn,highway,32,severe
02547.jpg,snowy,dawn,rural,93,severe
02548.jpg,snowy,dawn,highway,74,minor
02549.jpg,rainy,dawn,rural,110,minor
02550.jpg,snowy,day,highway,21,severe
02551.jpg,rainy,dawn,rural,38,severe
02552.jpg,cloudy,day,rural,51,moderate
02553.jpg,rainy,dusk,urban,112,minor
02554.jpg,cloudy,dusk,highway,30,minor
02555.jpg,cloudy,day,highway,79,severe
02556.jpg,clear,day,urban,90,moderate
02557.jpg,rainy,dawn,urban,50,minor
02558.jpg,clear,night,rural,97,minor
02559.jpg,rainy,dusk,rural,47,minor
02560.jpg,cloudy,dusk,highway,97,moderate
02561.jpg,cloudy,dawn,urban,79,moderate
02562.jpg,clear,dusk,urban,54,moderate
02563.jpg,cloudy,night,rural,114,minor
02564.jpg,snowy,day,highway,97,severe
02565.jpg,clear,day,rural,60,minor
02566.jpg,clear,dawn,rural,93,severe
02567.jpg,rainy,dusk,urban,114,moderate
02568.jpg,rainy,dusk,highway,59,minor
02569.jpg,cloudy,dusk,rural,68,minor
02570.jpg,cloudy,dawn,rural,92,minor
02571.jpg,rainy,night,urban,117,severe
02572.jpg,cloudy,night,highway,76,moderate
02573.jpg,rainy,night,rural,22,severe
02574.jpg,clear,dawn,rural,53,minor
02575.jpg,rainy,day,highway,21,minor
02576.jpg,clear,day,highway,84,severe
02577.jpg,snowy,dawn,rural,27,minor
02578.jpg,rainy,night,rural,94,severe
02579.jpg,snowy,night,rural,42,minor
02580.jpg,clear,day,urban,53,minor
02581.jpg,rainy,night,rural,82,moderate
02582.jpg,clear,night,rural,63,moderate
02583.jpg,clear,night,highway,109,severe
02584.jpg,clear,day,highway,25,severe
02585.jpg,rainy,dawn,urban,39,severe
02586.jpg,rainy,dusk,rural,39,moderate
02587.jpg,cloudy,night,urban,108,minor
02588.jpg,cloudy,day,rural,62,moderate
02589.jpg,snowy,dusk,rural,90,moderate
02590.jpg,clear,day,highway,34,moderate
02591.jpg,rainy,day,rural,33,moderate
02592.jpg,snowy,night,urban,120,moderate
02593.jpg,snowy,day,urban,74,severe
02594.jpg,clear,day,urban,67,minor
02595.jpg,snowy,dusk,highway,53,severe
02596.jpg,clear,dawn,rural,104,minor
02597.jpg,clear,day,urban,53,minor
02598.jpg,snowy,dusk,rural,25,severe
02599.jpg,rainy,day,rural,68,moderate
02600.jpg,clear,dusk,highway,82,moderate
02601.jpg,cloudy,day,highway,61,minor
02602.jpg,cloudy,dusk,urban,48,minor
02603.jpg,rainy,day,highway,57,severe
02604.jpg,clear,day,highway,62,minor
02605.jpg,clear,dawn,rural,111,moderate
02606.jpg,cloudy,night,urban,65,moderate
02607.jpg,clear,day,highway,35,minor
02608.jpg,cloudy,dusk,rural,41,moderate
02609.jpg,clear,dusk,urban,46,severe
02610.jpg,snowy,night,urban,99,minor
02611.jpg,cloudy,day,highway,30,moderate
02612.jpg,clear,dusk,highway,23,severe
02613.jpg,rainy,day,rural,83,moderate
02614.jpg,rainy,day,rural,28,minor
02615.jpg,rainy,night,urban,24,severe
02616.jpg,cloudy,dusk,rural,94,moderate
02617.jpg,rainy,dawn,highway,43,moderate
02618.jpg,rainy,night,highway,105,severe
02619.jpg,clear,night,urban,68,minor
02620.jpg,clear,dawn,urban,36,moderate
02621.jpg,clear,dusk,highway,48,minor
02622.jpg,cloudy,night,urban,49,severe
02623.jpg,clear,day,rural,113,severe
02624.jpg,rainy,dusk,rural,45,moderate
02625.jpg,clear,night,urban,36,minor
02626.jpg,clear,day,urban,118,moderate
02627.jpg,rainy,night,rural,74,minor
02628.jpg,snowy,dusk,highway,96,minor
02629.jpg,rainy,dusk,highway,73,severe
02630.jpg,clear,dawn,urban,68,minor
02631.jpg,clear,dusk,rural,88,minor
02632.jpg,cloudy,day,urban,76,severe
02633.jpg,cloudy,day,urban,61,minor
02634.jpg,cloudy,night,urban,88,severe
02635.jpg,clear,dawn,urban,39,severe
02636.jpg,rainy,day,rural,119,moderate
02637.jpg,clear,day,highway,72,severe
02638.jpg,snowy,dawn,rural,91,minor
02639.jpg,cloudy,day,highway,49,moderate
02640.jpg,snowy,night,urban,89,moderate
02641.jpg,cloudy,dawn,urban,107,minor
02642.jpg,cloudy,dawn,rural,25,severe
02643.jpg,clear,day,urban,120,moderate
02644.jpg,clear,day,highway,68,moderate
02645.jpg,clear,dawn,urban,41,moderate
02646.jpg,rainy,night,urban,50,severe
02647.jpg,snowy,dawn,rural,107,moderate
02648.jpg,cloudy,dusk,highway,35,minor
02649.jpg,clear,dawn,urban,110,moderate
02650.jpg,snowy,day,rural,77,moderate
02651.jpg,cloudy,night,rural,106,minor
02652.jpg,rainy,night,highway,48,minor
02653.jpg,cloudy,day,highway,113,minor
02654.jpg,rainy,night,urban,27,moderate
02655.jpg,rainy,day,rural,27,minor
02656.jpg,cloudy,dawn,rural,24,moderate
02657.jpg,rainy,dusk,highway,35,moderate
02658.jpg,cloudy,dusk,highway,92,moderate
02659.jpg,clear,night,rural,59,minor
02660.jpg,rainy,dusk,urban,27,moderate
02661.jpg,snowy,dusk,highway,120,moderate
02662.jpg,snowy,night,urban,109,moderate
02663.jpg,cloudy,dusk,rural,43,minor
02664.jpg,cloudy,dusk,urban,24,moderate
02665.jpg,snowy,night,urban,98,moderate
02666.jpg,snowy,dusk,rural,96,minor
02667.jpg,clear,day,rural,45,moderate
02668.jpg,cloudy,dawn,urban,73,severe
02669.jpg,cloudy,dusk,urban,42,minor
02670.jpg,snowy,night,rural,104,minor
02671.jpg,cloudy,dawn,highway,119,minor
02672.jpg,snowy,dusk,urban,94,minor
02673.jpg,rainy,dusk,rural,66,severe
02674.jpg,cloudy,dawn,highway,94,moderate
02675.jpg,clear,day,highway,107,severe
02676.jpg,rainy,night,rural,59,severe
02677.jpg,rainy,dawn,highway,75,moderate
02678.jpg,rainy,dusk,rural,102,minor
02679.jpg,snowy,day,highway,49,severe
02680.jpg,snowy,dusk,urban,53,minor
02681.jpg,snowy,dusk,highway,104,severe
02682.jpg,rainy,day,urban,70,moderate
02683.jpg,cloudy,night,urban,52,minor
02684.jpg,clear,day,urban,103,minor
02685.jpg,rainy,day,highway,51,severe
02686.jpg,cloudy,dawn,urban,48,severe
02687.jpg,rainy,night,highway,32,minor
02688.jpg,rainy,dawn,urban,69,minor
02689.jpg,clear,dusk,highway,50,severe
02690.jpg,cloudy,night,urban,98,moderate
02691.jpg,clear,dusk,urban,68,severe
02692.jpg,snowy,night,urban,76,severe
02693.jpg,rainy,night,rural,28,minor
02694.jpg,rainy,dawn,rural,116,moderate
02695.jpg,clear,night,highway,105,moderate
02696.jpg,snowy,dawn,rural,84,severe
02697.jpg,rainy,day,rural,108,moderate
02698.jpg,rainy,dusk,rural,34,severe
02699.jpg,rainy,dusk,rural,81,moderate
02700.jpg,cloudy,dawn,rural,64,minor
02701.jpg,snowy,dusk,urban,56,minor
02702.jpg,rainy,night,urban,78,moderate
02703.jpg,clear,dusk,rural,93,minor
02704.jpg,cloudy,night,rural,40,moderate
