image,weather,time_of_day,road_type,speed,severity
02409.jpg,rainy,dawn,rural,84,severe
02410.jpg,snowy,dawn,rural,74,moderate
02411.jpg,cloudy,dusk,urban,51,moderate
02412.jpg,snowy,dusk,highway,26,moderate
02413.jpg,cloudy,dusk,highway,115,moderate
02414.jpg,cloudy,dusk,urban,96,severe
02415.jpg,snowy,day,urban,98,moderate
02416.jpg,clear,dusk,urban,49,minor
02417.jpg,clear,dawn,highway,69,moderate
02418.jpg,clear,day,urban,86,moderate
02419.jpg,snowy,dawn,rural,85,moderate
02420.jpg,snowy,dawn,rural,55,minor
02421.jpg,snowy,night,highway,39,minor
02422.jpg,snowy,day,highway,82,severe
02423.jpg,cloudy,day,urban,45,minor
02424.jpg,clear,dusk,rural,74,minor
02425.jpg,rainy,night,rural,102,moderate
02426.jpg,cloudy,day,highway,21,moderate
02427.jpg,clear,dawn,rural,90,minor
02428.jpg,rainy,dawn,urban,88,severe
02429.jpg,rainy,night,urban,58,severe
02430.jpg,snowy,night,rural,103,moderate
02431.jpg,snowy,day,urban,64,moderate
02432.jpg,cloudy,day,urban,25,minor
02433.jpg,rainy,dawn,rural,86,severe
02434.jpg,rainy,night,urban,113,moderate
02435.jpg,snowy,dusk,highway,51,minor
02436.jpg,snowy,dawn,highway,73,minor
02437.jpg,rainy,dawn,rural,115,severe
02438.jpg,cloudy,night,highway,76,moderate
02439.jpg,cloudy,night,highway,88,moderate
02440.jpg,cloudy,day,urban,80,severe
02441.jpg,rainy,dusk,rural,73,minor
02442.jpg,snowy,dusk,highway,73,minor
02443.jpg,rainy,day,rural,119,severe
02444.jpg,clear,night,urban,26,severe
02445.jpg,snowy,dusk,highway,64,severe
02446.jpg,clear,dawn,highway,41,severe
02447.jpg,rainy,night,rural,54,severe
02448.jpg,rainy,night,urban,63,severe
02449.jpg,rainy,night,urban,47,minor
02450.jpg,rainy,dawn,urban,59,severe
02451.jpg,cloudy,day,rural,59,moderate
02452.jpg,clear,day,highway,105,moderate
02453.jpg,snowy,dawn,highway,47,moderate
02454.jpg,cloudy,night,urban,58,moderate
02455.jpg,snowy,day,highway,38,minor
02456.jpg,cloudy,day,urban,57,moderate
02457.jpg,snowy,night,highway,52,minor
02458.jpg,cloudy,night,rural,117,moderate
02459.jpg,snowy,day,highway,94,minor
02460.jpg,rainy,dusk,urban,41,severe
02461.jpg,snowy,dawn,urban,110,severe
02462.jpg,clear,dawn,rural,118,moderate
02463.jpg,clear,dawn,highway,79,minor
02464.jpg,clear,dusk,highway,101,minor
02465.jpg,rainy,day,highway,57,minor
02466.jpg,cloudy,dawn,urban,31,moderate
02467.jpg,cloudy,day,rural,119,severe
02468.jpg,snowy,night,urban,55,severe
02469.jpg,clear,dawn,urban,112,moderate
02470.jpg,cloudy,dawn,highway,99,moderate
02471.jpg,snowy,dusk,highway,70,minor
02472.jpg,clear,dawn,rural,22,moderate
02473.jpg,snowy,night,rural,67,minor
02474.jpg,cloudy,dawn,urban,102,severe
02475.jpg,cloudy,dusk,urban,84,minor
02476.jpg,cloudy,dawn,rural,106,moderate
02477.jpg,cloudy,dusk,rural,74,severe
02478.jpg,rainy,day,rural,112,minor
02479.jpg,snowy,dusk,urban,110,severe
02480.jpg,snowy,dawn,urban,115,severe
02481.jpg,rainy,dusk,urban,42,minor
02482.jpg,clear,day,rural,51,minor
02483.jpg,snowy,dawn,rural,65,minor
02484.jpg,snowy,dawn,rural,47,moderate
02485.jpg,clear,dusk,highway,43,moderate
02486.jpg,rainy,night,highway,67,minor
02487.jpg,cloudy,dusk,rural,77,moderate
02488.jpg,cloudy,day,highway,85,moderate
02489.jpg,clear,night,urban,120,moderate
02490.jpg,cloudy,night,urban,104,moderate
02491.jpg,cloudy,dawn,highway,40,severe
02492.jpg,snowy,dawn,rural,107,moderate
02493.jpg,cloudy,dawn,highway,85,severe
02494.jpg,snowy,night,urban,97,minor
02495.jpg,rainy,dusk,rural,106,moderate
02496.jpg,snowy,night,rural,85,moderate
02497.jpg,clear,night,highway,85,moderate
02498.jpg,clear,night,urban,47,severe
02499.jpg,clear,dusk,urban,46,moderate
02500.jpg,rainy,day,rural,109,severe
02501.jpg,rainy,day,highway,60,minor
02502.jpg,cloudy,dusk,urban,97,severe
02503.jpg,snowy,day,rural,101,minor
02504.jpg,clear,day,rural,76,severe
02505.jpg,cloudy,dawn,highway,36,minor
02506.jpg,clear,night,urban,86,minor
02507.jpg,snowy,night,rural,96,severe
02508.jpg,snowy,dawn,urban,62,minor
02509.jpg,snowy,night,highway,53,minor
02510.jpg,rainy,dawn,rural,75,moderate
02511.jpg,clear,dusk,urban,112,moderate
02512.jpg,cloudy,night,rural,104,severe
02513.jpg,snowy,night,urban,108,moderate
02514.jpg,cloudy,dusk,highway,79,moderate
02515.jpg,rainy,night,rural,34,severe
02516.jpg,snowy,night,urban,66,minor
02517.jpg,rainy,day,rural,38,severe
02518.jpg,rainy,day,urban,105,severe
02519.jpg,clear,day,highway,41,severe
02520.jpg,rainy,day,highway,89,moderate
02521.jpg,snowy,dusk,urban,112,moderate
02522.jpg,clear,dawn,highway,59,minor
02523.jpg,snowy,dusk,urban,50,severe
02524.jpg,rainy,night,highway,44,severe
02525.jpg,rainy,dusk,rural,98,minor
02526.jpg,clear,night,rural,58,moderate
02527.jpg,snowy,night,urban,81,minor
02528.jpg,cloudy,dusk,highway,41,moderate
02529.jpg,snowy,dawn,highway,22,severe
02530.jpg,snowy,day,urban,105,moderate
02531.jpg,clear,night,highway,27,minor
02532.jpg,snowy,dawn,highway,35,severe
02533.jpg,cloudy,night,urban,74,moderate
02534.jpg,rainy,dawn,urban,77,moderate
02535.jpg,cloudy,day,urban,103,moderate
02536.jpg,rainy,dawn,rural,76,severe
02537.jpg,cloudy,night,rural,39,moderate
02538.jpg,rainy,day,rural,42,minor
02539.jpg,clear,dawn,highway,84,severe
02540.jpg,clear,dusk,highway,21,moderate
02541.jpg,cloudy,night,rural,58,moderate
02542.jpg,rainy,dusk,highway,98,minor
02543.jpg,clear,dusk,highway,65,moderate
02544.jpg,rainy,day,rural,20,minor
02545.jpg,rainy,night,urban,71,minor
02546.jpg,snowy,dawn,rural,57,moderate
02547.jpg,rainy,dusk,rural,35,minor
02548.jpg,cloudy,dusk,rural,75,minor
02549.jpg,rainy,dawn,urban,56,severe
02550.jpg,clear,night,highway,26,minor
02551.jpg,rainy,dawn,urban,114,severe
02552.jpg,snowy,day,urban,20,moderate
02553.jpg,cloudy,dusk,highway,31,moderate
02554.jpg,rainy,day,urban,40,moderate
02555.jpg,cloudy,night,urban,118,moderate
02556.jpg,clear,day,highway,20,severe
02557.jpg,clear,dawn,urban,93,minor
02558.jpg,clear,night,urban,66,severe
02559.jpg,clear,dusk,highway,88,severe
02560.jpg,rainy,night,urban,108,severe
02561.jpg,snowy,day,highway,106,minor
02562.jpg,rainy,night,highway,100,severe
02563.jpg,snowy,dusk,highway,76,severe
02564.jpg,cloudy,night,highway,65,minor
02565.jpg,rainy,night,highway,35,minor
02566.jpg,snowy,dusk,rural,112,minor
02567.jpg,cloudy,night,highway,112,minor
02568.jpg,rainy,night,rural,94,minor
02569.jpg,rainy,dawn,urban,74,severe
02570.jpg,snowy,night,rural,83,moderate
02571.jpg,rainy,dusk,urban,64,severe
02572.jpg,snowy,night,rural,65,minor
02573.jpg,snowy,day,rural,78,minor
02574.jpg,clear,dusk,urban,69,moderate
02575.jpg,clear,dawn,rural,35,moderate
02576.jpg,cloudy,night,highway,43,severe
02577.jpg,rainy,dusk,rural,95,minor
02578.jpg,clear,dawn,urban,117,minor
02579.jpg,clear,dawn,highway,73,minor
02580.jpg,snowy,night,highway,69,severe
02581.jpg,rainy,day,rural,81,moderate
02582.jpg,cloudy,dawn,urban,43,moderate
02583.jpg,snowy,dusk,highway,38,minor
02584.jpg,clear,dawn,urban,27,moderate
02585.jpg,clear,day,rural,93,minor
02586.jpg,rainy,night,urban,75,moderate
02587.jpg,snowy,night,rural,47,severe
02588.jpg,cloudy,night,urban,27,severe
02589.jpg,cloudy,dawn,rural,37,severe
02590.jpg,rainy,day,urban,26,severe
02591.jpg,rainy,night,urban,58,severe
02592.jpg,cloudy,dawn,highway,47,moderate
02593.jpg,rainy,dawn,urban,34,minor
02594.jpg,clear,dawn,urban,38,moderate
02595.jpg,clear,night,rural,87,moderate
02596.jpg,cloudy,dusk,rural,112,severe
02597.jpg,snowy,dawn,highway,36,moderate
02598.jpg,clear,day,urban,78,minor
02599.jpg,rainy,day,urban,38,moderate
02600.jpg,rainy,day,urban,34,moderate
02601.jpg,rainy,night,highway,30,minor
02602.jpg,rainy,night,rural,110,moderate
02603.jpg,rainy,day,highway,107,moderate
02604.jpg,rainy,dawn,highway,69,severe
02605.jpg,clear,night,urban,99,moderate
02606.jpg,cloudy,day,highway,37,moderate
02607.jpg,snowy,day,urban,51,minor
02608.jpg,snowy,dusk,highway,50,minor
02609.jpg,rainy,day,highway,116,minor
02610.jpg,cloudy,dusk,urban,94,severe
02611.jpg,cloudy,night,rural,20,severe
02612.jpg,rainy,dusk,urban,86,moderate
02613.jpg,clear,dusk,urban,80,minor
02614.jpg,clear,night,highway,43,severe
02615.jpg,snowy,day,urban,58,minor
02616.jpg,rainy,dusk,highway,91,minor
02617.jpg,snowy,day,highway,93,minor
02618.jpg,cloudy,night,rural,81,minor
02619.jpg,clear,night,urban,117,severe
02620.jpg,cloudy,night,urban,42,minor
02621.jpg,rainy,dawn,urban,43,moderate
02622.jpg,rainy,dusk,urban,76,severe
02623.jpg,cloudy,day,urban,63,minor
02624.jpg,snowy,dusk,highway,33,minor
02625.jpg,clear,night,rural,35,severe
02626.jpg,snowy,dusk,rural,23,minor
02627.jpg,rainy,day,urban,56,minor
02628.jpg,cloudy,night,highway,90,minor
02629.jpg,cloudy,dusk,highway,90,minor
02630.jpg,cloudy,dusk,highway,67,severe
02631.jpg,clear,dusk,highway,107,minor
02632.jpg,rainy,dusk,highway,25,minor
02633.jpg,rainy,dawn,urban,64,minor
02634.jpg,clear,dawn,highway,89,minor
02635.jpg,clear,day,highway,98,severe
02636.jpg,clear,dusk,urban,55,minor
02637.jpg,snowy,night,rural,64,moderate
02638.jpg,snowy,dusk,urban,23,minor
02639.jpg,rainy,night,rural,80,severe
02640.jpg,cloudy,day,rural,29,severe
02641.jpg,cloudy,day,rural,94,moderate
02642.jpg,snowy,night,rural,79,moderate
02643.jpg,cloudy,dawn,highway,82,minor
02644.jpg,snowy,day,highway,30,moderate
02645.jpg,snowy,dawn,rural,54,minor
02646.jpg,snowy,night,urban,116,moderate
02647.jpg,cloudy,night,urban,50,severe
02648.jpg,cloudy,dawn,highway,26,moderate
02649.jpg,clear,dawn,highway,72,severe
02650.jpg,snowy,day,rural,86,severe
02651.jpg,clear,day,highway,80,severe
02652.jpg,snowy,dawn,urban,25,minor
02653.jpg,rainy,dawn,rural,52,severe
02654.jpg,cloudy,day,urban,112,moderate
02655.jpg,snowy,dawn,highway,100,minor
02656.jpg,clear,night,urban,51,moderate
02657.jpg,cloudy,night,rural,52,moderate
02658.jpg,snowy,night,highway,78,moderate
02659.jpg,rainy,dusk,urban,53,severe
02660.jpg,clear,night,highway,95,moderate
02661.jpg,clear,dawn,urban,96,minor
02662.jpg,snowy,dusk,urban,90,moderate
02663.jpg,clear,dusk,highway,117,minor
02664.jpg,rainy,dawn,rural,74,minor
02665.jpg,cloudy,dusk,urban,57,minor
02666.jpg,rainy,day,highway,30,moderate
02667.jpg,cloudy,dawn,highway,54,severe
02668.jpg,snowy,night,urban,66,severe
02669.jpg,snowy,night,rural,60,minor
02670.jpg,cloudy,night,highway,43,moderate
02671.jpg,snowy,dawn,rural,101,minor
02672.jpg,rainy,dawn,rural,67,minor
02673.jpg,rainy,day,urban,72,moderate
02674.jpg,rainy,dawn,urban,99,minor
02675.jpg,rainy,night,highway,98,moderate
02676.jpg,clear,dusk,highway,66,minor
02677.jpg,cloudy,night,highway,59,minor
02678.jpg,snowy,day,rural,77,moderate
02679.jpg,snowy,night,highway,43,severe
02680.jpg,rainy,day,urban,97,severe
02681.jpg,snowy,night,highway,106,severe
02682.jpg,cloudy,day,rural,59,severe
02683.jpg,clear,dusk,highway,76,severe
02684.jpg,snowy,dusk,urban,102,moderate
02685.jpg,cloudy,dusk,highway,67,severe
02686.jpg,rainy,dawn,highway,78,minor
02687.jpg,rainy,night,urban,50,moderate
02688.jpg,cloudy,dawn,rural,32,moderate
02689.jpg,clear,dawn,highway,21,moderate
02690.jpg,cloudy,night,highway,110,moderate
02691.jpg,clear,day,rural,54,minor
02692.jpg,snowy,dusk,highway,99,severe
02693.jpg,rainy,dusk,rural,38,moderate
02694.jpg,snowy,dawn,urban,100,moderate
02695.jpg,rainy,night,highway,111,moderate
02696.jpg,snowy,dusk,rural,114,minor
02697.jpg,cloudy,night,rural,67,moderate
02698.jpg,cloudy,dawn,rural,82,minor
02699.jpg,snowy,night,rural,44,severe
02700.jpg,clear,day,highway,72,severe
02701.jpg,snowy,dawn,urban,26,moderate
02702.jpg,snowy,night,urban,50,moderate
02703.jpg,snowy,night,rural,97,severe
02704.jpg,snowy,night,urban,83,minor
02705.jpg,clear,dawn,rural,54,moderate
02706.jpg,snowy,day,rural,105,severe
02707.jpg,snowy,dawn,highway,30,severe
02708.jpg,rainy,dawn,urban,47,minor
02709.jpg,clear,dawn,highway,23,minor
02710.jpg,clear,day,rural,28,severe
02711.jpg,rainy,night,urban,77,severe
02712.jpg,clear,night,urban,109,severe
02713.jpg,cloudy,dusk,urban,113,minor
02714.jpg,cloudy,dawn,highway,27,minor
02715.jpg,cloudy,night,urban,48,severe
02716.jpg,clear,dusk,highway,68,moderate
02717.jpg,snowy,night,rural,113,severe
02718.jpg,cloudy,dawn,rural,87,moderate
02719.jpg,clear,night,rural,97,severe
02720.jpg,clear,dusk,urban,59,minor
02721.jpg,clear,day,highway,21,moderate
02722.jpg,rainy,dusk,rural,111,minor
02723.jpg,snowy,dusk,rural,79,moderate
02724.jpg,clear,night,urban,56,moderate
02725.jpg,cloudy,day,urban,119,severe
02726.jpg,snowy,day,urban,22,minor
02727.jpg,rainy,dusk,highway,58,minor
02728.jpg,clear,dawn,urban,63,moderate
02729.jpg,cloudy,day,highway,65,severe
02730.jpg,snowy,night,urban,69,moderate
02731.jpg,rainy,dawn,rural,87,moderate
02732.jpg,rainy,dusk,urban,37,moderate
02733.jpg,clear,dusk,highway,105,severe
02734.jpg,rainy,day,rural,50,minor
02735.jpg,snowy,dusk,urban,20,minor
02736.jpg,cloudy,night,highway,60,severe
02737.jpg,clear,dusk,highway,76,moderate
02738.jpg,snowy,dusk,highway,72,moderate
02739.jpg,snowy,dawn,urban,104,minor
02740.jpg,clear,night,highway,50,minor
02741.jpg,snowy,dawn,rural,62,severe
02742.jpg,cloudy,dusk,highway,53,moderate
02743.jpg,rainy,dawn,highway,45,minor
02744.jpg,clear,night,urban,93,moderate
02745.jpg,rainy,night,highway,38,severe
02746.jpg,cloudy,dusk,urban,60,moderate
02747.jpg,cloudy,night,rural,99,severe
02748.jpg,rainy,dusk,urban,110,severe
02749.jpg,rainy,day,highway,53,moderate
02750.jpg,cloudy,day,urban,80,minor
02751.jpg,snowy,day,rural,55,severe
02752.jpg,rainy,dawn,highway,20,moderate
02753.jpg,cloudy,dawn,highway,117,minor
02754.jpg,snowy,night,urban,21,moderate
02755.jpg,clear,dusk,highway,23,moderate
02756.jpg,cloudy,night,rural,37,moderate
02757.jpg,clear,day,rural,100,minor
02758.jpg,clear,night,highway,37,minor
02759.jpg,cloudy,dusk,highway,78,severe
02760.jpg,snowy,dawn,rural,31,minor
02761.jpg,snowy,day,highway,74,minor
02762.jpg,rainy,day,urban,97,moderate
02763.jpg,snowy,day,highway,39,moderate
02764.jpg,cloudy,day,highway,39,minor
02765.jpg,cloudy,dusk,urban,73,moderate
02766.jpg,cloudy,night,urban,33,moderate
02767.jpg,clear,dusk,rural,117,severe
02768.jpg,cloudy,dusk,urban,85,moderate
02769.jpg,rainy,day,rural,96,severe
02770.jpg,cloudy,night,rural,57,severe
02771.jpg,clear,dawn,urban,41,moderate
02772.jpg,cloudy,day,rural,114,severe
02773.jpg,cloudy,day,rural,106,minor
02774.jpg,rainy,dusk,rural,53,moderate
02775.jpg,cloudy,day,rural,114,moderate
02776.jpg,clear,night,rural,57,severe
02777.jpg,cloudy,dawn,rural,48,minor
02778.jpg,rainy,day,highway,34,moderate
02779.jpg,snowy,day,highway,93,moderate
02780.jpg,clear,night,rural,115,severe
02781.jpg,snowy,day,rural,120,severe
02782.jpg,clear,night,urban,26,severe
02783.jpg,rainy,night,rural,41,minor
02784.jpg,clear,dawn,rural,39,minor
02785.jpg,snowy,dawn,rural,47,minor
02786.jpg,snowy,dawn,rural,54,severe
02787.jpg,rainy,dusk,highway,118,severe
02788.jpg,clear,night,rural,75,severe
02789.jpg,clear,day,rural,106,moderate
02790.jpg,rainy,dusk,rural,108,severe
02791.jpg,cloudy,night,rural,43,moderate
02792.jpg,cloudy,day,rural,75,severe
02793.jpg,snowy,day,urban,48,severe
02794.jpg,clear,night,urban,21,severe
02795.jpg,cloudy,dawn,highway,70,severe
02796.jpg,rainy,dusk,urban,21,minor
02797.jpg,snowy,dawn,rural,85,minor
02798.jpg,cloudy,day,highway,85,severe
02799.jpg,rainy,day,highway,107,minor
02800.jpg,snowy,night,rural,74,moderate
02801.jpg,cloudy,day,rural,45,severe
02802.jpg,clear,night,rural,43,minor
02803.jpg,cloudy,day,highway,113,moderate
02804.jpg,rainy,night,rural,116,moderate
02805.jpg,cloudy,dusk,rural,81,minor
02806.jpg,cloudy,dawn,rural,32,severe
02807.jpg,snowy,day,rural,77,moderate
02808.jpg,snowy,dusk,rural,99,minor
02809.jpg,cloudy,dawn,urban,53,moderate
02810.jpg,clear,night,rural,118,minor
02811.jpg,snowy,dawn,highway,46,severe
02812.jpg,clear,dusk,rural,84,moderate
02813.jpg,cloudy,day,rural,59,moderate
02814.jpg,snowy,day,urban,42,minor
02815.jpg,snowy,night,urban,21,severe
02816.jpg,rainy,night,highway,115,moderate
02817.jpg,clear,night,highway,90,minor
02818.jpg,cloudy,dawn,urban,39,moderate
02819.jpg,snowy,night,highway,73,moderate
02820.jpg,snowy,dawn,rural,53,minor
02821.jpg,clear,day,highway,35,minor
02822.jpg,rainy,day,rural,110,minor
02823.jpg,clear,day,rural,50,severe
02824.jpg,rainy,day,urban,57,minor
02825.jpg,snowy,dawn,highway,108,moderate
02826.jpg,clear,dusk,urban,81,minor
02827.jpg,rainy,night,highway,111,severe
02828.jpg,clear,day,highway,91,severe
02829.jpg,rainy,night,urban,43,minor
02830.jpg,clear,night,urban,42,moderate
02831.jpg,snowy,dawn,rural,99,minor
02832.jpg,cloudy,dawn,urban,66,moderate
02833.jpg,clear,day,highway,43,moderate
02834.jpg,rainy,day,urban,26,minor
02835.jpg,snowy,day,rural,107,minor
02836.jpg,clear,dawn,highway,101,moderate
02837.jpg,clear,day,highway,29,minor
02838.jpg,clear,dawn,rural,64,severe
02839.jpg,snowy,dusk,rural,20,moderate
02840.jpg,cloudy,night,rural,56,severe
02841.jpg,clear,dawn,highway,98,minor
02842.jpg,rainy,dawn,urban,34,severe
02843.jpg,clear,dusk,highway,101,moderate
02844.jpg,cloudy,dawn,highway,85,moderate
02845.jpg,snowy,night,rural,110,moderate
02846.jpg,cloudy,night,rural,24,severe
02847.jpg,cloudy,dusk,rural,89,moderate
02848.jpg,snowy,dawn,rural,119,minor
02849.jpg,clear,day,urban,25,minor
02850.jpg,snowy,dawn,urban,116,minor
02851.jpg,cloudy,night,highway,56,severe
02852.jpg,snowy,day,rural,64,moderate
02853.jpg,cloudy,night,highway,65,minor
02854.jpg,snowy,dusk,rural,70,severe
02855.jpg,cloudy,day,highway,44,severe
02856.jpg,snowy,dusk,urban,50,minor
02857.jpg,clear,dusk,highway,77,moderate
02858.jpg,clear,night,urban,94,severe
02859.jpg,rainy,dawn,urban,112,moderate
02860.jpg,cloudy,dawn,highway,83,moderate
02861.jpg,clear,dusk,highway,21,moderate
02862.jpg,snowy,dusk,urban,34,moderate
02863.jpg,clear,day,urban,45,minor
02864.jpg,clear,night,urban,70,severe
02865.jpg,clear,day,rural,41,severe
02866.jpg,snowy,dusk,rural,51,minor
02867.jpg,snowy,dawn,rural,109,severe
02868.jpg,rainy,night,highway,53,minor
02869.jpg,snowy,dusk,highway,24,moderate
02870.jpg,rainy,night,highway,47,severe
02871.jpg,clear,day,rural,70,moderate
02872.jpg,snowy,dusk,highway,118,severe
02873.jpg,cloudy,night,urban,59,severe
02874.jpg,clear,dusk,highway,37,minor
02875.jpg,clear,night,rural,61,minor
02876.jpg,rainy,day,urban,66,minor
02877.jpg,cloudy,night,urban,112,severe
02878.jpg,snowy,night,urban,76,severe
02879.jpg,cloudy,dawn,urban,26,severe
02880.jpg,snowy,day,highway,20,moderate
02881.jpg,snowy,night,urban,104,severe
02882.jpg,cloudy,dawn,urban,109,severe
02883.jpg,clear,day,highway,34,minor
02884.jpg,cloudy,dusk,highway,63,minor
02885.jpg,clear,dawn,highway,48,moderate
02886.jpg,clear,night,highway,92,moderate
02887.jpg,clear,day,highway,21,moderate
02888.jpg,clear,dawn,urban,81,severe
02889.jpg,clear,day,urban,25,moderate
02890.jpg,rainy,day,urban,40,minor
02891.jpg,snowy,day,urban,55,minor
02892.jpg,cloudy,night,urban,59,moderate
02893.jpg,clear,dusk,rural,113,severe
02894.jpg,cloudy,dawn,rural,76,minor
02895.jpg,rainy,dusk,rural,69,minor
02896.jpg,clear,dusk,rural,25,minor
02897.jpg,rainy,dusk,highway,106,minor
02898.jpg,clear,day,urban,51,severe
02899.jpg,snowy,day,highway,21,severe
02900.jpg,clear,dusk,urban,88,minor
02901.jpg,snowy,dusk,urban,91,minor
02902.jpg,cloudy,day,highway,101,severe
02903.jpg,snowy,day,rural,57,severe
02904.jpg,cloudy,dusk,urban,37,minor
02905.jpg,snowy,dawn,highway,37,moderate
02906.jpg,cloudy,night,rural,63,minor
02907.jpg,cloudy,night,rural,41,minor
02908.jpg,snowy,dawn,highway,58,minor
02909.jpg,rainy,night,urban,91,minor
02910.jpg,rainy,night,rural,42,moderate
02911.jpg,rainy,dusk,rural,74,moderate
02912.jpg,clear,night,rural,98,severe
02913.jpg,cloudy,dawn,urban,117,moderate
02914.jpg,clear,dawn,rural,27,moderate
02915.jpg,cloudy,dusk,urban,100,severe
02916.jpg,cloudy,night,highway,24,moderate
02917.jpg,clear,night,highway,79,minor
02918.jpg,clear,dusk,urban,30,moderate
02919.jpg,cloudy,day,urban,45,severe
02920.jpg,rainy,day,rural,97,severe
02921.jpg,rainy,dawn,rural,73,severe
02922.jpg,clear,dusk,highway,88,moderate
02923.jpg,rainy,night,highway,72,minor
02924.jpg,clear,day,rural,91,severe
02925.jpg,cloudy,night,urban,61,severe
02926.jpg,rainy,day,urban,30,severe
02927.jpg,snowy,dusk,rural,89,minor
02928.jpg,rainy,day,urban,36,moderate
02929.jpg,clear,day,highway,29,severe
02930.jpg,cloudy,dusk,highway,24,minor
02931.jpg,cloudy,night,highway,120,minor
02932.jpg,cloudy,dawn,highway,89,minor
02933.jpg,rainy,day,rural,38,moderate
02934.jpg,clear,day,urban,38,severe
02935.jpg,rainy,day,highway,64,severe
02936.jpg,cloudy,night,highway,41,severe
02937.jpg,snowy,dawn,highway,94,moderate
02938.jpg,clear,night,highway,42,severe
02939.jpg,snowy,dusk,urban,98,minor
02940.jpg,cloudy,night,highway,45,severe
02941.jpg,snowy,dusk,rural,71,severe
02942.jpg,clear,night,urban,57,severe
02943.jpg,clear,night,urban,24,minor
02944.jpg,cloudy,night,urban,33,minor
02945.jpg,snowy,day,urban,28,minor
02946.jpg,cloudy,day,urban,67,minor
02947.jpg,snowy,day,highway,80,moderate
02948.jpg,clear,dawn,highway,24,severe
02949.jpg,rainy,night,rural,99,minor
02950.jpg,rainy,dawn,rural,69,moderate
02951.jpg,clear,dawn,rural,56,severe
02952.jpg,snowy,day,rural,39,minor
02953.jpg,rainy,night,highway,62,minor
02954.jpg,clear,day,highway,34,minor
02955.jpg,clear,dawn,urban,85,minor
02956.jpg,snowy,dawn,rural,35,moderate
02957.jpg,rainy,day,rural,70,minor
02958.jpg,clear,night,rural,51,minor
02959.jpg,clear,dawn,rural,96,minor
02960.jpg,snowy,dawn,urban,51,minor
02961.jpg,clear,dawn,highway,100,minor
02962.jpg,clear,night,rural,46,severe
02963.jpg,cloudy,dawn,urban,68,moderate
02964.jpg,rainy,dusk,rural,93,minor
02965.jpg,cloudy,dawn,rural,114,minor
02966.jpg,rainy,dusk,urban,78,severe
02967.jpg,cloudy,day,rural,32,severe
02968.jpg,snowy,dawn,rural,109,severe
02969.jpg,cloudy,dusk,rural,66,severe
02970.jpg,clear,dawn,highway,57,moderate
02971.jpg,snowy,dusk,urban,35,severe
02972.jpg,cloudy,day,urban,68,minor
02973.jpg,snowy,dusk,highway,118,moderate
02974.jpg,snowy,night,rural,56,minor
02975.jpg,snowy,night,urban,63,severe
02976.jpg,rainy,night,urban,83,minor
02977.jpg,rainy,dawn,rural,116,minor
02978.jpg,clear,dawn,urban,111,moderate
02979.jpg,cloudy,dusk,highway,37,severe
02980.jpg,snowy,dusk,rural,35,minor
02981.jpg,clear,night,urban,45,severe
02982.jpg,snowy,dusk,rural,45,minor
02983.jpg,clear,night,urban,107,moderate
02984.jpg,snowy,dawn,highway,106,severe
02985.jpg,rainy,dusk,urban,78,minor
02986.jpg,rainy,dusk,rural,23,moderate
02987.jpg,rainy,dusk,rural,116,severe
02988.jpg,clear,day,highway,113,minor
02989.jpg,rainy,night,urban,37,minor
02990.jpg,cloudy,night,rural,47,severe
02991.jpg,snowy,night,rural,47,moderate
02992.jpg,rainy,dusk,highway,66,severe
02993.jpg,snowy,day,highway,96,moderate
02994.jpg,snowy,day,urban,113,moderate
02995.jpg,cloudy,night,highway,112,moderate
02996.jpg,cloudy,dusk,urban,29,minor
02997.jpg,clear,day,urban,101,severe
02998.jpg,clear,dusk,rural,67,severe
02999.jpg,snowy,dusk,highway,47,moderate
03000.jpg,clear,night,rural,108,moderate
03001.jpg,snowy,day,rural,33,moderate
03002.jpg,snowy,night,urban,76,severe
03003.jpg,clear,dusk,rural,24,minor
03004.jpg,snowy,dusk,highway,45,minor
03005.jpg,clear,dawn,rural,27,minor
03006.jpg,snowy,dawn,rural,55,minor
03007.jpg,snowy,dawn,rural,111,minor
03008.jpg,cloudy,day,highway,47,moderate
03009.jpg,cloudy,night,urban,77,severe
03010.jpg,clear,dusk,rural,26,moderate
03011.jpg,rainy,dawn,urban,95,moderate
03012.jpg,cloudy,day,highway,90,severe
03013.jpg,cloudy,day,highway,83,severe
03014.jpg,rainy,dusk,urban,108,moderate
03015.jpg,clear,day,rural,90,severe
03016.jpg,cloudy,day,highway,60,moderate
03017.jpg,clear,day,urban,23,minor
03018.jpg,clear,night,highway,65,minor
03019.jpg,rainy,dusk,highway,114,severe
03020.jpg,clear,dawn,urban,117,severe
03021.jpg,clear,day,urban,37,severe
03022.jpg,rainy,dawn,rural,111,moderate
03023.jpg,snowy,day,urban,54,moderate
03024.jpg,rainy,day,highway,34,moderate
03025.jpg,rainy,day,urban,66,severe
03026.jpg,clear,night,highway,113,severe
03027.jpg,snowy,dawn,rural,29,severe
03028.jpg,snowy,day,highway,70,severe
03029.jpg,clear,dusk,rural,88,minor
03030.jpg,clear,day,highway,28,severe
03031.jpg,rainy,dawn,urban,120,minor
03032.jpg,clear,dawn,urban,36,moderate
03033.jpg,rainy,day,urban,102,moderate
03034.jpg,cloudy,night,urban,27,minor
03035.jpg,clear,day,highway,90,moderate
03036.jpg,rainy,day,rural,115,minor
